management,foundfam_owned,firmid,wave,degree_m,degree_m_sq,degree_nm,degree_nm_sq,export,emp_firm,lnemp,compet_cat,industry,countrycode,age_cat
2.9444444,0.0,4048,2006,0.0,0.0,0.03,0.0009,0.0,770.0,6.646390514847729,strong,lumber,ge,young
3.5555556,0.0,4052,2006,0.5,0.25,0.5,0.25,0.0,500.0,6.214608098422191,moder,instrument,ge,young
3.6111112,0.0,4054,2010,0.9,0.81,0.2,0.04000000000000001,0.8,800.0,6.684611727667927,strong,instrument,ge,young
4.2222223,1.0,4055,2006,0.33,0.10890000000000001,0.03,0.0009,0.0,230.0,5.438079308923196,moder,glass,ge,young
3.6666667,0.0,4056,2010,0.6,0.36,0.0,0.0,0.1,350.0,5.857933154483459,moder,chemical,ge,mid
3.5,0.0,4057,2010,0.0,0.0,0.0,0.0,0.05,900.0,6.802394763324311,strong,electronic,ge,young
3.4444444,0.0,4058,2006,0.65,0.42250000000000004,0.3,0.09,0.0,2500.0,7.824046010856292,moder,fabricated_metal,ge,young
3.5555556,0.0,4059,2006,0.05,0.0025000000000000005,0.01,0.0001,0.0,4000.0,8.294049640102028,strong,food,ge,old
3.0,0.0,4060,2006,0.5,0.25,0.0,0.0,0.0,120.0,4.787491742782046,strong,food,ge,old
3.6666667,0.0,4061,2010,0.9,0.81,0.1,0.010000000000000002,0.5,240.0,5.480638923341991,strong,ind_machinery,ge,young
3.0555556,1.0,4062,2006,0.95,0.9025,0.05,0.0025000000000000005,0.0,1000.0,6.907755278982137,moder,food,ge,old
3.8333333,0.0,4063,2010,1.0,1.0,0.05,0.0025000000000000005,0.4,741.0,6.608000625296087,weak,paper,ge,mid
4.0,0.0,4064,2006,0.85,0.7224999999999999,0.1,0.010000000000000002,0.0,5249.0,8.5657928612523,strong,electronic,ge,young
3.8333333,0.0,4065,2006,0.5,0.25,0.25,0.0625,0.0,1600.0,7.3777589082278725,weak,ind_machinery,ge,young
2.1111112,1.0,4066,2006,0.2,0.04000000000000001,0.0,0.0,0.0,100.0,4.605170185988092,strong,instrument,ge,mid
4.5555553,1.0,4067,2010,0.9,0.81,0.25,0.0625,0.15,500.0,6.214608098422191,weak,electronic,ge,mid
2.6666667,1.0,4068,2014,0.06,0.0036,0.0,0.0,0.0,200.0,5.298317366548036,strong,ind_machinery,ge,mid
4.0,0.0,4069,2006,0.9,0.81,0.0,0.0,0.0,4182.0,8.338544879988579,strong,paper,ge,young
3.0,1.0,4070,2006,1.0,1.0,0.05,0.0025000000000000005,0.0,1000.0,6.907755278982137,moder,electronic,ge,young
3.5555556,0.0,4071,2014,0.6,0.36,0.1,0.010000000000000002,0.75,314.0,5.749392985908253,weak,ind_machinery,ge,mid
2.9444444,1.0,4072,2006,0.37,0.1369,0.02,0.0004,0.0,530.0,6.272877006546167,strong,textile,ge,old
3.8888888,1.0,4074,2014,1.0,1.0,0.3,0.09,0.67,6500.0,8.779557455883728,strong,ind_machinery,ge,young
4.0555553,0.0,4075,2006,0.6,0.36,0.07,0.004900000000000001,0.0,1100.0,7.003065458786462,strong,chemical,ge,young
2.8888888,1.0,4076,2010,0.5,0.25,0.05,0.0025000000000000005,0.7,700.0,6.551080335043404,weak,petrol,ge,old
3.3333333,0.0,4077,2010,0.33,0.10890000000000001,0.02,0.0004,0.0,1000.0,6.907755278982137,weak,food,ge,old
2.3333333,0.0,4079,2006,0.7,0.48999999999999994,0.2,0.04000000000000001,0.0,385.0,5.953243334287785,moder,chemical,ge,mid
2.7777777,1.0,4080,2010,0.8,0.6400000000000001,0.1,0.010000000000000002,0.25,500.0,6.214608098422191,moder,primary_metal,ge,mid
3.2222223,0.0,4081,2006,0.6,0.36,0.3,0.09,0.0,2500.0,7.824046010856292,weak,ind_machinery,ge,old
4.0,1.0,4082,2010,0.5,0.25,0.05,0.0025000000000000005,0.7,750.0,6.620073206530356,weak,ind_machinery,ge,young
3.1666667,0.0,4083,2010,0.8,0.6400000000000001,0.1,0.010000000000000002,0.66,800.0,6.684611727667927,strong,rubber,ge,old
2.7222223,1.0,4084,2010,0.2,0.04000000000000001,0.0,0.0,0.5,220.0,5.393627546352362,strong,ind_machinery,ge,mid
3.7222223,0.0,4086,2006,0.25,0.0625,0.01,0.0001,0.0,2500.0,7.824046010856292,weak,primary_metal,ge,young
4.111111,1.0,4089,2010,0.5,0.25,0.01,0.0001,0.6,600.0,6.396929655216146,strong,paper,ge,mid
3.9444444,1.0,4090,2006,0.25,0.0625,0.0,0.0,0.0,150.0,5.0106352940962555,weak,electronic,ge,young
3.8888888,0.0,4091,2014,0.5,0.25,0.03,0.0009,0.21,142.0,4.955827057601261,moder,food,ge,mid
3.1111112,0.0,4094,2006,1.0,1.0,0.2,0.04000000000000001,0.0,1700.0,7.438383530044307,weak,electronic,ge,young
3.1111112,0.0,4095,2010,0.33,0.10890000000000001,0.33,0.10890000000000001,0.2,850.0,6.745236349484363,moder,chemical,ge,mid
3.2222223,0.0,4096,2006,1.0,1.0,0.1,0.010000000000000002,0.0,800.0,6.684611727667927,moder,ind_machinery,ge,old
4.0555553,1.0,4097,2010,0.8,0.6400000000000001,0.05,0.0025000000000000005,0.2,540.0,6.29156913955832,moder,petrol,ge,mid
3.2222223,0.0,4099,2006,0.8,0.6400000000000001,0.25,0.0625,0.0,150.0,5.0106352940962555,weak,rubber,ge,mid
3.1666667,0.0,4100,2010,0.6,0.36,0.02,0.0004,0.4,1300.0,7.170119543449628,moder,rubber,ge,young
3.2777777,1.0,4101,2010,0.99,0.9801,0.3,0.09,0.8,500.0,6.214608098422191,strong,transport,ge,young
3.8888888,0.0,4102,2010,0.8,0.6400000000000001,0.0,0.0,0.1,134.0,4.897839799950911,weak,rubber,ge,old
4.111111,1.0,4103,2006,0.25,0.0625,0.0,0.0,0.0,3000.0,8.006367567650246,moder,glass,ge,mid
3.4444444,0.0,4104,2010,0.5,0.25,0.0,0.0,0.05,85.0,4.442651256490317,moder,fabricated_metal,ge,mid
2.7222223,1.0,4106,2006,0.6,0.36,0.04,0.0016,0.0,400.0,5.991464547107982,moder,rubber,ge,mid
3.8888888,1.0,4108,2006,0.5,0.25,0.05,0.0025000000000000005,0.0,750.0,6.620073206530356,strong,electronic,ge,young
3.7777777,0.0,4109,2014,0.76,0.5776,0.0,0.0,0.9,225.0,5.41610040220442,strong,textile,ge,young
2.5555556,1.0,4110,2014,0.02,0.0004,0.0,0.0,0.7,150.0,5.0106352940962555,strong,glass,ge,old
3.5555556,0.0,4111,2010,0.6,0.36,0.2,0.04000000000000001,0.4,2800.0,7.937374696163295,strong,instrument,ge,old
3.4444444,0.0,4113,2010,0.8,0.6400000000000001,0.05,0.0025000000000000005,0.5,820.0,6.709304340258298,weak,ind_machinery,ge,old
2.8888888,0.0,4114,2010,0.05,0.0025000000000000005,0.0,0.0,0.2,210.0,5.3471075307174685,weak,electronic,ge,mid
3.3888888,1.0,4115,2014,0.33,0.10890000000000001,0.01,0.0001,0.0,650.0,6.476972362889683,strong,ind_machinery,ge,mid
2.8888888,0.0,4116,2010,0.5,0.25,0.05,0.0025000000000000005,0.66,150.0,5.0106352940962555,weak,chemical,ge,young
3.2777777,1.0,4118,2005,0.6,0.36,0.0,0.0,0.0,414.0,6.025865973825314,strong,ind_machinery,ge,mid
2.6111112,0.0,4120,2006,0.5,0.25,0.45,0.2025,0.0,250.0,5.521460917862246,weak,rubber,ge,old
4.7222223,0.0,4121,2006,1.0,1.0,0.4,0.16000000000000003,0.0,680.0,6.522092798170152,moder,instrument,ge,young
3.0555556,1.0,4123,2010,0.6,0.36,0.05,0.0025000000000000005,0.8,1630.0,7.396335293800808,weak,transport,ge,old
3.8888888,1.0,4124,2010,0.63,0.39690000000000003,0.01,0.0001,0.65,2300.0,7.7406644019172415,weak,fabricated_metal,ge,mid
2.4444444,1.0,4125,2014,0.67,0.4489000000000001,0.0,0.0,0.1,125.0,4.8283137373023015,strong,fabricated_metal,ge,young
2.7222223,1.0,4126,2006,0.5,0.25,0.0,0.0,0.0,1600.0,7.3777589082278725,strong,ind_machinery,ge,old
2.9444444,1.0,4127,2010,0.3,0.09,0.05,0.0025000000000000005,0.6,157.0,5.056245805348308,strong,rubber,ge,old
3.5555556,1.0,4128,2010,0.8,0.6400000000000001,0.05,0.0025000000000000005,0.5,3200.0,8.070906088787819,moder,ind_machinery,ge,old
3.2777777,1.0,4129,2010,0.25,0.0625,0.0,0.0,0.0,90.0,4.499809670330265,weak,fabricated_metal,ge,mid
3.9444444,0.0,4130,2006,0.7,0.48999999999999994,0.1,0.010000000000000002,0.0,1000.0,6.907755278982137,weak,lumber,ge,young
2.7222223,0.0,4131,2006,0.7,0.48999999999999994,0.01,0.0001,0.0,600.0,6.396929655216146,weak,instrument,ge,young
3.8333333,0.0,4132,2006,0.2,0.04000000000000001,0.3,0.09,0.0,650.0,6.476972362889683,moder,rubber,ge,young
3.8333333,0.0,4134,2006,1.0,1.0,0.1,0.010000000000000002,0.0,300.0,5.703782474656201,strong,instrument,ge,mid
3.5,1.0,4135,2010,0.2,0.04000000000000001,0.0,0.0,0.7,240.0,5.480638923341991,strong,rubber,ge,mid
3.3888888,1.0,4137,2010,0.8,0.6400000000000001,0.03,0.0009,0.15,300.0,5.703782474656201,moder,food,ge,old
3.6111112,1.0,4138,2010,1.0,1.0,0.04,0.0016,0.4,1100.0,7.003065458786462,moder,rubber,ge,young
1.6111112,1.0,4139,2014,0.2,0.04000000000000001,0.05,0.0025000000000000005,0.0,60.0,4.0943445622221,strong,primary_metal,ge,mid
3.0,1.0,4140,2010,0.5,0.25,0.05,0.0025000000000000005,0.4,2800.0,7.937374696163295,strong,paper,ge,old
2.9444444,1.0,4141,2014,0.4,0.16000000000000003,0.0,0.0,0.4,191.0,5.25227342804663,moder,misc_manuf,ge,mid
3.2777777,0.0,4142,2010,0.9,0.81,0.05,0.0025000000000000005,0.2,4000.0,8.294049640102028,strong,food,ge,mid
3.0555556,0.0,4144,2006,0.5,0.25,0.01,0.0001,0.0,750.0,6.620073206530356,strong,glass,ge,young
3.6666667,0.0,4145,2010,0.8,0.6400000000000001,0.06,0.0036,0.65,1600.0,7.3777589082278725,moder,ind_machinery,ge,old
3.0555556,1.0,4146,2006,0.8,0.6400000000000001,0.5,0.25,0.0,2300.0,7.7406644019172415,strong,fabricated_metal,ge,mid
2.7777777,0.0,4147,2006,0.5,0.25,0.05,0.0025000000000000005,0.0,165.0,5.10594547390058,weak,electronic,ge,mid
2.9444444,0.0,4148,2006,0.99,0.9801,0.05,0.0025000000000000005,0.0,2621.0,7.8713112033234065,moder,ind_machinery,ge,young
3.5555556,0.0,4149,2006,0.8,0.6400000000000001,0.4,0.16000000000000003,0.0,285.0,5.652489180268651,moder,lumber,ge,young
3.7777777,1.0,4151,2014,0.37,0.1369,0.02,0.0004,0.3,238.0,5.472270673671475,weak,rubber,ge,mid
3.0555556,0.0,4152,2014,0.5,0.25,0.0,0.0,0.4,1550.0,7.346010209913293,strong,lumber,ge,young
2.4444444,1.0,4154,2014,0.08,0.0064,0.0,0.0,0.03,195.0,5.272999558563747,strong,printing,ge,young
3.5,1.0,4156,2014,0.0,0.0,0.0,0.0,0.07,160.0,5.075173815233827,strong,paper,ge,young
2.4444444,0.0,4157,2005,0.0,0.0,0.0,0.0,0.0,247.0,5.5093883366279774,strong,glass,ge,young
2.6666667,1.0,4158,2006,0.4,0.16000000000000003,0.07,0.004900000000000001,0.0,325.0,5.783825182329737,moder,electronic,ge,young
3.6111112,0.0,4159,2010,1.0,1.0,0.05,0.0025000000000000005,0.5,350.0,5.857933154483459,weak,chemical,ge,young
4.0555553,1.0,4161,2014,0.7,0.48999999999999994,0.0,0.0,0.36,2000.0,7.600902459542082,strong,food,ge,old
2.1666667,1.0,4162,2014,0.02,0.0004,0.0,0.0,0.5,200.0,5.298317366548036,weak,chemical,ge,mid
2.6666667,0.0,4163,2006,0.14,0.019600000000000003,0.0,0.0,0.0,620.0,6.429719478039138,moder,food,ge,young
3.0555556,0.0,4164,2014,0.08,0.0064,0.0,0.0,0.05,240.0,5.480638923341991,strong,glass,ge,young
2.0,1.0,4165,2006,0.5,0.25,0.04,0.0016,0.0,150.0,5.0106352940962555,strong,printing,ge,young
3.6666667,0.0,4166,2010,0.4,0.16000000000000003,0.02,0.0004,0.35,600.0,6.396929655216146,moder,fabricated_metal,ge,old
2.4444444,1.0,4167,2006,0.66,0.43560000000000004,0.05,0.0025000000000000005,0.0,120.0,4.787491742782046,strong,food,ge,old
2.0,0.0,4168,2006,0.66,0.43560000000000004,0.07,0.004900000000000001,0.0,110.0,4.700480365792417,moder,food,ge,old
3.0,0.0,4169,2010,1.0,1.0,0.0,0.0,0.8,260.0,5.560681631015528,moder,ind_machinery,ge,old
3.0555556,0.0,4170,2014,0.25,0.0625,0.0,0.0,0.0,540.0,6.29156913955832,strong,food,ge,young
2.8333333,0.0,4172,2006,0.75,0.5625,0.03,0.0009,0.0,5168.0,8.550241045462437,strong,chemical,ge,old
2.7777777,0.0,4173,2006,0.2,0.04000000000000001,0.0,0.0,0.0,360.0,5.886104031450156,moder,transport,ge,mid
3.7777777,1.0,4174,2006,0.5,0.25,0.05,0.0025000000000000005,0.0,1500.0,7.313220387090301,strong,ind_machinery,ge,mid
4.611111,0.0,4175,2014,0.33,0.10890000000000001,0.25,0.0625,0.7,1100.0,7.003065458786462,moder,transport,ge,young
2.8888888,0.0,4176,2010,0.8,0.6400000000000001,0.05,0.0025000000000000005,0.7,4000.0,8.294049640102028,strong,ind_machinery,ge,young
2.1666667,1.0,4177,2006,0.8,0.6400000000000001,0.04,0.0016,0.0,150.0,5.0106352940962555,strong,printing,ge,mid
2.5,1.0,4178,2005,0.2,0.04000000000000001,0.0,0.0,0.0,292.0,5.676753802268282,strong,electronic,ge,young
2.6111112,1.0,4179,2006,0.1,0.010000000000000002,0.0,0.0,0.0,280.0,5.634789603169249,strong,rubber,ge,mid
2.2222223,1.0,4180,2006,0.5,0.25,0.0,0.0,0.0,400.0,5.991464547107982,strong,rubber,ge,mid
3.6111112,0.0,4181,2006,0.35,0.12249999999999998,0.2,0.04000000000000001,0.0,2500.0,7.824046010856292,moder,ind_machinery,ge,young
2.8333333,0.0,4182,2010,0.5,0.25,0.0,0.0,0.6,120.0,4.787491742782046,moder,ind_machinery,ge,young
3.2222223,1.0,4183,2006,0.22,0.0484,0.0,0.0,0.0,160.0,5.075173815233827,strong,printing,ge,young
2.1666667,1.0,4184,2006,0.8,0.6400000000000001,0.25,0.0625,0.0,3000.0,8.006367567650246,weak,food,ge,young
2.3333333,0.0,4185,2006,0.7,0.48999999999999994,0.02,0.0004,0.0,350.0,5.857933154483459,strong,food,ge,young
2.5555556,0.0,4187,2006,0.9,0.81,0.3,0.09,0.0,125.0,4.8283137373023015,moder,electronic,ge,young
3.4444444,1.0,4189,2010,0.25,0.0625,0.05,0.0025000000000000005,0.6,800.0,6.684611727667927,moder,transport,ge,mid
3.1111112,0.0,4190,2010,0.9,0.81,0.1,0.010000000000000002,0.7,1000.0,6.907755278982137,strong,ind_machinery,ge,young
3.8333333,0.0,4191,2006,1.0,1.0,0.4,0.16000000000000003,0.0,1900.0,7.549609165154532,moder,textile,ge,old
3.7777777,1.0,4192,2006,0.6,0.36,0.4,0.16000000000000003,0.0,9165.0,9.123147160273806,weak,ind_machinery,ge,mid
3.5555556,0.0,4194,2006,0.5,0.25,0.0,0.0,0.0,3500.0,8.160518247477505,strong,electronic,ge,mid
2.1666667,1.0,4195,2014,0.5,0.25,0.0,0.0,0.1,114.0,4.736198448394496,strong,food,ge,unknown
3.0555556,1.0,4196,2006,0.4,0.16000000000000003,0.0,0.0,0.0,1300.0,7.170119543449628,moder,transport,ge,mid
3.1111112,1.0,4197,2010,0.05,0.0025000000000000005,0.05,0.0025000000000000005,0.45,300.0,5.703782474656201,moder,ind_machinery,ge,mid
3.2777777,0.0,4198,2006,0.8,0.6400000000000001,0.05,0.0025000000000000005,0.0,500.0,6.214608098422191,strong,paper,ge,mid
3.1666667,1.0,4203,2006,0.9,0.81,0.05,0.0025000000000000005,0.0,180.0,5.19295685089021,strong,lumber,ge,mid
3.1666667,0.0,4205,2006,0.6,0.36,0.0,0.0,0.0,580.0,6.363028103540465,moder,textile,ge,young
3.1666667,0.0,4206,2014,0.6,0.36,0.06,0.0036,0.6,4500.0,8.411832675758411,moder,instrument,ge,young
2.8888888,0.0,4207,2010,0.8,0.6400000000000001,0.01,0.0001,0.95,400.0,5.991464547107982,weak,transport,ge,mid
3.4444444,0.0,4208,2010,1.0,1.0,0.07,0.004900000000000001,0.66,596.0,6.39024066706535,weak,transport,ge,old
2.7222223,0.0,4210,2006,0.6,0.36,0.03,0.0009,0.0,8269.0,9.020268861722167,moder,ind_machinery,ge,old
3.9444444,0.0,4211,2010,0.66,0.43560000000000004,0.03,0.0009,0.06,140.0,4.941642422609304,moder,food,ge,old
3.0555556,1.0,4213,2006,0.5,0.25,0.0,0.0,0.0,108.0,4.68213122712422,strong,apparel,ge,young
2.4444444,1.0,4214,2006,1.0,1.0,0.3,0.09,0.0,130.0,4.867534450455582,weak,ind_machinery,ge,old
3.8333333,0.0,4215,2006,0.6,0.36,0.35,0.12249999999999998,0.0,590.0,6.380122536899765,strong,ind_machinery,ge,old
4.2777777,0.0,4216,2006,0.98,0.9603999999999999,0.0,0.0,0.0,430.0,6.063785208687608,weak,ind_machinery,ge,mid
3.7777777,0.0,4217,2006,0.15,0.0225,0.02,0.0004,0.0,330.0,5.799092654460526,weak,ind_machinery,ge,young
4.111111,0.0,4218,2006,1.0,1.0,0.6,0.36,0.0,120.0,4.787491742782046,weak,instrument,ge,mid
3.9444444,1.0,4219,2014,0.0,0.0,0.0,0.0,0.01,195.0,5.272999558563747,strong,rubber,ge,old
3.0555556,0.0,4220,2006,0.0,0.0,0.05,0.0025000000000000005,0.0,95.0,4.553876891600541,strong,printing,ge,old
2.6111112,0.0,4221,2006,0.9,0.81,0.08,0.0064,0.0,200.0,5.298317366548036,strong,rubber,ge,mid
2.7222223,1.0,4223,2010,0.7,0.48999999999999994,0.02,0.0004,0.4,4900.0,8.496990484098719,weak,glass,ge,mid
3.3333333,0.0,4224,2006,0.85,0.7224999999999999,0.2,0.04000000000000001,0.0,700.0,6.551080335043404,strong,electronic,ge,young
3.5,0.0,4226,2013,1.0,1.0,0.1,0.010000000000000002,0.88,170.0,5.135798437050262,weak,transport,es,mid
3.2222223,0.0,4227,2013,1.0,1.0,0.05,0.0025000000000000005,0.4,1700.0,7.438383530044307,strong,glass,es,young
2.1666667,1.0,4228,2013,1.0,1.0,0.06,0.0036,0.6,260.0,5.560681631015528,weak,fabricated_metal,es,mid
2.9444444,1.0,4229,2013,0.6,0.36,0.0,0.0,0.4,140.0,4.941642422609304,strong,primary_metal,es,mid
3.0,1.0,4230,2013,1.0,1.0,0.02,0.0004,0.45,200.0,5.298317366548036,strong,rubber,es,young
2.3333333,1.0,4231,2013,0.8,0.6400000000000001,0.0,0.0,0.1,105.0,4.653960350157523,moder,glass,es,young
1.5,0.0,4232,2013,0.5,0.25,0.0,0.0,0.33,83.0,4.418840607796598,moder,textile,es,old
4.1666665,1.0,4233,2013,0.5,0.25,0.03,0.0009,0.4,354.0,5.869296913133774,weak,chemical,es,mid
1.8333334,1.0,4234,2013,1.0,1.0,0.6,0.36,0.45,137.0,4.919980925828125,strong,chemical,es,mid
2.7777777,0.0,4235,2013,0.9,0.81,0.05,0.0025000000000000005,0.35,150.0,5.0106352940962555,weak,electronic,es,mid
1.2777778,1.0,4236,2013,0.87,0.7569,0.0,0.0,0.25,89.0,4.48863636973214,weak,rubber,es,mid
3.2777777,1.0,4237,2013,0.5,0.25,0.0,0.0,0.4,315.0,5.752572638825633,moder,food,es,mid
3.7777777,0.0,4238,2013,0.8,0.6400000000000001,0.13,0.016900000000000002,0.1,400.0,5.991464547107982,strong,food,es,mid
3.1666667,0.0,4239,2013,1.0,1.0,0.25,0.0625,0.8,65.0,4.174387269895637,weak,primary_metal,es,mid
3.1111112,0.0,4240,2013,0.0,0.0,0.0,0.0,0.05,90.0,4.499809670330265,weak,paper,es,mid
4.111111,1.0,4241,2013,1.0,1.0,0.33,0.10890000000000001,0.8,3964.0,8.285008895449879,strong,chemical,es,mid
2.6666667,1.0,4243,2013,0.57,0.32489999999999997,0.09,0.0081,0.6,170.0,5.135798437050262,weak,glass,es,young
2.6666667,1.0,4244,2013,0.42,0.17639999999999997,0.53,0.28090000000000004,0.75,145.0,4.976733742420574,moder,paper,es,mid
2.7222223,0.0,4245,2013,0.8,0.6400000000000001,0.0,0.0,0.8,398.0,5.986452005284438,weak,textile,es,mid
2.3888888,0.0,4246,2013,0.5,0.25,0.01,0.0001,0.6,250.0,5.521460917862246,strong,food,es,mid
3.5555556,0.0,4247,2013,0.75,0.5625,0.11,0.0121,0.02,56.0,4.02535169073515,moder,fabricated_metal,es,mid
3.9444444,0.0,4248,2013,1.0,1.0,0.11,0.0121,0.85,190.0,5.247024072160486,weak,rubber,es,mid
3.2222223,1.0,4249,2013,0.64,0.4096,0.14,0.019600000000000003,0.15,96.0,4.564348191467836,strong,printing,es,mid
2.8888888,0.0,4250,2013,1.0,1.0,0.11,0.0121,0.8,120.0,4.787491742782046,strong,food,es,mid
3.3333333,1.0,4251,2013,0.71,0.5041,0.26,0.06760000000000001,0.6,250.0,5.521460917862246,strong,transport,es,mid
1.9444444,1.0,4252,2013,0.8,0.6400000000000001,0.18,0.0324,0.02,50.0,3.912023005428146,strong,glass,es,mid
3.7777777,0.0,4253,2013,0.17,0.028900000000000006,0.1,0.010000000000000002,0.2,360.0,5.886104031450156,weak,fabricated_metal,es,mid
2.9444444,1.0,4254,2013,0.95,0.9025,0.2,0.04000000000000001,0.05,200.0,5.298317366548036,moder,transport,es,mid
2.8888888,0.0,4255,2013,0.5,0.25,0.0,0.0,0.8,109.0,4.6913478822291435,weak,chemical,es,young
1.7222222,1.0,4256,2013,0.0,0.0,0.0,0.0,1.0,145.0,4.976733742420574,strong,leather,es,young
2.6111112,1.0,4257,2013,1.0,1.0,0.12,0.0144,0.85,180.0,5.19295685089021,strong,glass,es,mid
2.5555556,1.0,4258,2013,0.33,0.10890000000000001,0.02,0.0004,0.9,100.0,4.605170185988092,strong,glass,es,mid
2.6666667,1.0,4259,2013,0.8,0.6400000000000001,0.24,0.0576,0.7,150.0,5.0106352940962555,moder,lumber,es,young
2.1111112,1.0,4260,2013,0.66,0.43560000000000004,0.04,0.0016,0.25,80.0,4.382026634673881,moder,food,es,mid
2.0555556,0.0,4261,2013,0.0,0.0,0.06,0.0036,0.22,70.0,4.248495242049359,strong,furniture,es,young
2.0555556,1.0,4262,2013,0.8,0.6400000000000001,0.5,0.25,0.0,200.0,5.298317366548036,weak,printing,es,mid
3.2777777,1.0,4264,2013,0.66,0.43560000000000004,0.15,0.0225,0.6,132.0,4.882801922586371,moder,rubber,es,young
3.1666667,0.0,4265,2013,1.0,1.0,0.13,0.016900000000000002,0.8,90.0,4.499809670330265,strong,lumber,es,mid
2.3888888,0.0,4266,2013,0.9,0.81,0.01,0.0001,0.7,310.0,5.736572297479192,weak,food,es,mid
1.7222222,0.0,4267,2013,0.8,0.6400000000000001,0.0,0.0,0.45,150.0,5.0106352940962555,moder,food,es,mid
2.6111112,1.0,4268,2013,0.04,0.0016,0.0,0.0,0.13,280.0,5.634789603169249,strong,food,es,mid
3.2777777,1.0,4269,2013,0.42,0.17639999999999997,0.0,0.0,0.8,120.0,4.787491742782046,moder,electronic,es,mid
2.6666667,1.0,4270,2013,0.71,0.5041,0.15,0.0225,0.7,95.0,4.553876891600541,moder,printing,es,young
1.4444444,1.0,4271,2013,0.0,0.0,0.0,0.0,0.0,55.0,4.007333185232471,strong,food,es,young
2.6666667,0.0,4272,2013,1.0,1.0,0.02,0.0004,0.0,80.0,4.382026634673881,weak,primary_metal,es,mid
3.3333333,0.0,4275,2013,1.0,1.0,0.11,0.0121,0.9,160.0,5.075173815233827,strong,fabricated_metal,es,young
2.3333333,0.0,4276,2013,0.5,0.25,0.0,0.0,0.5,130.0,4.867534450455582,weak,leather,es,mid
1.5555556,0.0,4277,2013,0.28,0.07840000000000001,0.0,0.0,0.02,58.0,4.060443010546419,strong,food,es,old
2.5,1.0,4278,2013,0.95,0.9025,0.2,0.04000000000000001,0.85,180.0,5.19295685089021,weak,chemical,es,young
2.2777777,1.0,4279,2013,0.5,0.25,0.05,0.0025000000000000005,0.9,100.0,4.605170185988092,moder,rubber,es,young
2.2777777,1.0,4280,2013,1.0,1.0,0.03,0.0009,0.15,185.0,5.220355825078324,weak,furniture,es,mid
3.3333333,0.0,4281,2013,0.25,0.0625,0.0,0.0,0.03,250.0,5.521460917862246,weak,glass,es,mid
2.3888888,0.0,4282,2013,0.64,0.4096,0.12,0.0144,0.15,130.0,4.867534450455582,weak,fabricated_metal,es,mid
3.3888888,0.0,4283,2013,0.67,0.4489000000000001,0.2,0.04000000000000001,0.05,136.0,4.912654885736052,strong,paper,es,mid
2.2222223,1.0,4285,2013,0.25,0.0625,0.0,0.0,0.0,170.0,5.135798437050262,strong,food,es,mid
3.0,1.0,4286,2013,0.5,0.25,0.13,0.016900000000000002,0.8,450.0,6.1092475827643655,moder,electronic,es,mid
3.7222223,1.0,4287,2013,1.0,1.0,0.5,0.25,0.25,125.0,4.8283137373023015,moder,electronic,es,mid
2.6111112,1.0,4288,2013,0.5,0.25,0.18,0.0324,0.9,160.0,5.075173815233827,moder,chemical,es,mid
1.8888888,1.0,4289,2013,0.0,0.0,0.02,0.0004,0.0,150.0,5.0106352940962555,strong,glass,es,mid
2.6111112,0.0,4290,2013,0.53,0.28090000000000004,0.0,0.0,0.05,500.0,6.214608098422191,strong,food,es,mid
2.5555556,1.0,4291,2013,0.33,0.10890000000000001,0.04,0.0016,0.15,135.0,4.90527477843843,strong,paper,es,mid
3.2222223,1.0,4292,2013,0.5,0.25,0.02,0.0004,0.15,700.0,6.551080335043404,weak,fabricated_metal,es,mid
3.5,1.0,4293,2013,0.12,0.0144,0.05,0.0025000000000000005,0.15,3600.0,8.1886891244442,strong,food,es,mid
2.7777777,1.0,4294,2013,1.0,1.0,0.24,0.0576,0.0,170.0,5.135798437050262,moder,paper,es,mid
2.8888888,0.0,4296,2013,0.5,0.25,0.1,0.010000000000000002,0.9,120.0,4.787491742782046,weak,glass,es,mid
2.2222223,1.0,4298,2013,0.42,0.17639999999999997,0.06,0.0036,0.6,250.0,5.521460917862246,weak,ind_machinery,es,mid
2.8888888,1.0,4299,2013,0.9,0.81,0.7,0.48999999999999994,0.8,500.0,6.214608098422191,strong,ind_machinery,es,mid
2.5,1.0,4300,2013,1.0,1.0,0.09,0.0081,0.8,50.0,3.912023005428146,strong,food,es,young
3.5555556,0.0,4301,2013,0.75,0.5625,0.2,0.04000000000000001,0.9,280.0,5.634789603169249,moder,electronic,es,young
2.8888888,0.0,4302,2013,0.57,0.32489999999999997,0.11,0.0121,0.75,135.0,4.90527477843843,strong,electronic,es,young
2.2777777,1.0,4303,2013,0.6,0.36,0.07,0.004900000000000001,0.7,350.0,5.857933154483459,moder,food,es,young
2.5555556,0.0,4304,2013,0.57,0.32489999999999997,0.25,0.0625,0.0,120.0,4.787491742782046,moder,printing,es,young
3.0555556,0.0,4305,2013,0.7,0.48999999999999994,0.02,0.0004,0.82,400.0,5.991464547107982,moder,food,es,young
2.8888888,1.0,4306,2013,0.5,0.25,0.12,0.0144,0.75,180.0,5.19295685089021,strong,transport,es,young
2.2777777,1.0,4308,2013,0.33,0.10890000000000001,0.0,0.0,0.15,150.0,5.0106352940962555,strong,food,es,mid
